Date,Open,High,Low,Close,Adj Close,Volume
2018-11-20,3520.000000,3520.000000,3520.000000,3520.000000,3399.155273,0
2018-11-21,3420.000000,3470.000000,3350.000000,3430.000000,3312.245117,138069100
2018-11-22,3430.000000,3550.000000,3430.000000,3550.000000,3428.125244,118307300
2018-11-23,3530.000000,3580.000000,3470.000000,3480.000000,3360.528564,77910800
2018-11-26,3450.000000,3550.000000,3450.000000,3540.000000,3418.468506,82014400
2018-11-27,3480.000000,3620.000000,3480.000000,3600.000000,3476.408691,172878800
2018-11-28,3650.000000,3660.000000,3580.000000,3650.000000,3524.692139,96069700
2018-11-29,3700.000000,3760.000000,3680.000000,3710.000000,3582.632324,138182700
2018-11-30,3660.000000,3690.000000,3610.000000,3620.000000,3495.722168,211886100
2018-12-03,3720.000000,3780.000000,3690.000000,3690.000000,3563.318848,136737400
2018-12-04,3690.000000,3750.000000,3680.000000,3710.000000,3582.632324,134411900
2018-12-05,3640.000000,3680.000000,3610.000000,3650.000000,3524.692139,140136800
2018-12-06,3640.000000,3680.000000,3610.000000,3650.000000,3524.692139,108827300
2018-12-07,3640.000000,3660.000000,3610.000000,3620.000000,3495.722168,111239100
2018-12-10,3610.000000,3630.000000,3570.000000,3610.000000,3486.065430,93075400
2018-12-11,3610.000000,3630.000000,3580.000000,3620.000000,3495.722168,112667200
2018-12-12,3620.000000,3640.000000,3590.000000,3620.000000,3495.722168,88520300
2018-12-13,3690.000000,3690.000000,3650.000000,3680.000000,3553.662354,106283800
2018-12-14,3670.000000,3690.000000,3640.000000,3680.000000,3553.662354,122909500
2018-12-17,3650.000000,3680.000000,3600.000000,3600.000000,3476.408691,124669800
2018-12-18,3550.000000,3640.000000,3550.000000,3630.000000,3505.378906,118738900
2018-12-19,3600.000000,3670.000000,3600.000000,3670.000000,3544.005615,133097500
2018-12-20,3610.000000,3660.000000,3610.000000,3650.000000,3524.692139,67329000
2018-12-21,3610.000000,3630.000000,3600.000000,3620.000000,3495.722168,174467000
2018-12-24,3620.000000,3620.000000,3620.000000,3620.000000,3495.722168,0
2018-12-25,3620.000000,3620.000000,3620.000000,3620.000000,3495.722168,0
2018-12-26,3550.000000,3630.000000,3520.000000,3600.000000,3476.408691,83406800
2018-12-27,3650.000000,3670.000000,3620.000000,3660.000000,3534.348877,71717800
2018-12-28,3680.000000,3680.000000,3650.000000,3660.000000,3534.348877,122945700
2018-12-31,3660.000000,3660.000000,3660.000000,3660.000000,3534.348877,0
2019-01-01,3660.000000,3660.000000,3660.000000,3660.000000,3534.348877,0
2019-01-02,3610.000000,3640.000000,3590.000000,3610.000000,3486.065430,74945100
2019-01-03,3580.000000,3640.000000,3580.000000,3620.000000,3495.722168,93458300
2019-01-04,3620.000000,3660.000000,3610.000000,3660.000000,3534.348877,114459600
2019-01-07,3700.000000,3710.000000,3660.000000,3660.000000,3534.348877,74641100
2019-01-08,3660.000000,3680.000000,3630.000000,3680.000000,3553.662354,81361900
2019-01-09,3710.000000,3740.000000,3690.000000,3720.000000,3592.289063,119390300
2019-01-10,3740.000000,3750.000000,3710.000000,3750.000000,3621.259033,141926800
2019-01-11,3760.000000,3770.000000,3700.000000,3730.000000,3601.945801,107861300
2019-01-14,3730.000000,3790.000000,3730.000000,3790.000000,3659.885986,115067500
2019-01-15,3770.000000,3790.000000,3740.000000,3780.000000,3650.229248,140860200
2019-01-16,3790.000000,3800.000000,3760.000000,3780.000000,3650.229248,103772600
2019-01-17,3790.000000,3840.000000,3780.000000,3810.000000,3679.199219,119859400
2019-01-18,3850.000000,3850.000000,3790.000000,3820.000000,3688.855957,96096600
2019-01-21,3800.000000,3830.000000,3800.000000,3800.000000,3669.542480,80926000
2019-01-22,3770.000000,3790.000000,3740.000000,3770.000000,3640.572510,119687600
2019-01-23,3760.000000,3810.000000,3730.000000,3770.000000,3640.572510,163458700
2019-01-24,3750.000000,3810.000000,3750.000000,3790.000000,3659.885986,176166500
2019-01-25,3820.000000,3820.000000,3780.000000,3780.000000,3650.229248,127141300
2019-01-28,3750.000000,3790.000000,3750.000000,3780.000000,3650.229248,93581100
2019-01-29,3780.000000,3820.000000,3650.000000,3690.000000,3563.318848,187613500
2019-01-30,3700.000000,3760.000000,3700.000000,3750.000000,3621.259033,144747500
2019-01-31,3800.000000,3870.000000,3800.000000,3850.000000,3717.825928,252448500
2019-02-01,3880.000000,3930.000000,3870.000000,3920.000000,3785.422852,140105900
2019-02-04,3950.000000,3950.000000,3890.000000,3900.000000,3766.109375,75955600
2019-02-05,3900.000000,3900.000000,3900.000000,3900.000000,3766.109375,0
2019-02-06,3920.000000,3940.000000,3910.000000,3920.000000,3785.422852,78073900
2019-02-07,3930.000000,3930.000000,3890.000000,3930.000000,3795.079590,82938300
2019-02-08,3860.000000,3910.000000,3850.000000,3890.000000,3756.452881,78473000
2019-02-11,3890.000000,3920.000000,3860.000000,3870.000000,3737.139404,55587600
2019-02-12,3900.000000,3900.000000,3820.000000,3850.000000,3717.825928,94961400
2019-02-13,3890.000000,3890.000000,3780.000000,3790.000000,3659.885986,108181100
2019-02-14,3820.000000,3850.000000,3750.000000,3800.000000,3669.542480,119542400
2019-02-15,3840.000000,3840.000000,3750.000000,3770.000000,3640.572510,87738200
2019-02-18,3790.000000,3860.000000,3790.000000,3840.000000,3708.169434,93662400
2019-02-19,3900.000000,4000.000000,3880.000000,3910.000000,3775.766113,139946000
2019-02-20,3910.000000,3940.000000,3860.000000,3890.000000,3756.452881,124066500
2019-02-21,3830.000000,3940.000000,3830.000000,3910.000000,3775.766113,114540900
2019-02-22,3860.000000,3910.000000,3860.000000,3900.000000,3766.109375,81700600
2019-02-25,3940.000000,3970.000000,3900.000000,3960.000000,3824.049561,106730500
2019-02-26,3960.000000,3970.000000,3910.000000,3940.000000,3804.736328,61418800
2019-02-27,3910.000000,3920.000000,3850.000000,3870.000000,3737.139404,88062100
2019-02-28,3850.000000,3870.000000,3840.000000,3850.000000,3717.825928,106492300
2019-03-01,3870.000000,3890.000000,3860.000000,3870.000000,3737.139404,71431900
2019-03-04,3900.000000,3920.000000,3880.000000,3880.000000,3746.796143,57026900
2019-03-05,3900.000000,3900.000000,3860.000000,3860.000000,3727.482666,70615700
2019-03-06,3890.000000,3920.000000,3860.000000,3900.000000,3766.109375,56508700
2019-03-07,3900.000000,3900.000000,3900.000000,3900.000000,3766.109375,0
2019-03-08,3820.000000,3880.000000,3810.000000,3850.000000,3717.825928,129784700
2019-03-11,3900.000000,3900.000000,3830.000000,3860.000000,3727.482666,46743400
2019-03-12,3880.000000,3890.000000,3810.000000,3840.000000,3708.169434,63500100
2019-03-13,3800.000000,3810.000000,3780.000000,3790.000000,3659.885986,46756100
2019-03-14,3780.000000,3850.000000,3780.000000,3840.000000,3708.169434,90157600
2019-03-15,3900.000000,3950.000000,3890.000000,3950.000000,3814.392822,97150400
2019-03-18,3990.000000,4030.000000,3980.000000,4000.000000,3862.676270,92904100
2019-03-19,4040.000000,4050.000000,3970.000000,3980.000000,3843.363037,57945500
2019-03-20,3960.000000,4010.000000,3960.000000,3990.000000,3853.019775,85969100
2019-03-21,4010.000000,4040.000000,3970.000000,3990.000000,3853.019775,110206700
2019-03-22,4030.000000,4070.000000,4000.000000,4050.000000,3910.959717,94636900
2019-03-25,4030.000000,4040.000000,3990.000000,4010.000000,3872.333008,82166300
2019-03-26,4050.000000,4080.000000,4010.000000,4060.000000,3920.616455,68612800
2019-03-27,4080.000000,4080.000000,4040.000000,4050.000000,3910.959717,51063000
2019-03-28,4070.000000,4080.000000,4030.000000,4070.000000,3930.273193,61147700
2019-03-29,4050.000000,4140.000000,4050.000000,4110.000000,3968.899902,64740600
2019-04-01,4140.000000,4160.000000,4130.000000,4150.000000,4007.526855,66844600
2019-04-02,4170.000000,4170.000000,4130.000000,4150.000000,4007.526855,44403800
2019-04-03,4150.000000,4150.000000,4150.000000,4150.000000,4007.526855,0
2019-04-04,4180.000000,4280.000000,4140.000000,4220.000000,4075.123535,63002400
2019-04-05,4260.000000,4290.000000,4250.000000,4270.000000,4123.407227,49127500
2019-04-08,4290.000000,4290.000000,4210.000000,4250.000000,4104.093750,75453200
2019-04-09,4280.000000,4350.000000,4260.000000,4300.000000,4152.376953,73325100
2019-04-10,4300.000000,4320.000000,4260.000000,4310.000000,4162.033691,106216900
2019-04-11,4300.000000,4320.000000,4280.000000,4300.000000,4152.376953,171468700
2019-04-12,4300.000000,4320.000000,4280.000000,4310.000000,4162.033691,76584700
2019-04-15,4350.000000,4360.000000,4310.000000,4350.000000,4200.660645,64160400
2019-04-16,4330.000000,4360.000000,4320.000000,4340.000000,4191.003906,90837700
2019-04-17,4340.000000,4340.000000,4340.000000,4340.000000,4191.003906,0
2019-04-18,4450.000000,4730.000000,4380.000000,4460.000000,4306.884277,182035000
2019-04-19,4460.000000,4460.000000,4460.000000,4460.000000,4306.884277,0
